e_code,name,max_level,unit,category,note
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,10,mg/l,desserts excluding products covered in category 1 3 and 4,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,10,mg/kg,dietary foods for weight control diets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 220 - 228,Sulphur dioxide - sulphites,40,mg/kg,decorations coatings and fillings,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 969,Advantame,4,mg/kg,sauces,
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 959,Neohesperidine DC,10,mg/l,beer and malt beverages,
E 969,Advantame,20,mg/kg,other confectionery including breath freshening microsweets,
E 900,Dimethyl polysiloxane,10,mg/l,flavoured drinks,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,flavoured drinks,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,protein products excluding products covered in category 1 8,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,20,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,
E 961,Neotame,1,mg/l,beer and malt beverages,
E 124,"Ponceau 4R, Cochineal Red A",10,,desserts excluding products covered in category 1 3 and 4,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 969,Advantame,5,mg/kg,potato- cereal- flour- or starch-based snacks,
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 160d,Lycopene,20,mg/kg,soups and broths,
E 160d,Lycopene,30,mg/kg,dietary foods for special medical purposes,
E 123,Amaranth,30,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,
E 961,Neotame,2,mg/l,food supplements supplied in a liquid form,
E 432 - 436,Polysorbates,10,mg/kg,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,The additives may be added individually or in combination
E 900,Dimethyl polysiloxane,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum level applies to the dissolved food supplement ready for consumption when diluted with 200 ml of water
E 160a,Carotenes,20,mg/kg,non-heat-treated processed meat,
E 961,Neotame,2,mg/kg,jam jellies and marmalades and similar products,
E 969,Advantame,10,mg/kg,dietary foods for special medical purposes,
E 160d,Lycopene,10,mg/kg,other similar fruit or vegetable spreads,"Maximum individually or in combination with E 120, E 142, E 160d and E 161b"
E 392,Extracts of rosemary,15,mg/kg,heat-treated processed meat,As the sum of carnosol and carnosic acid
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 900,Dimethyl polysiloxane,10,mg/kg,decorations coatings and fillings,
E 961,Neotame,2,mg/kg,decorations coatings and fillings,
E 959,Neohesperidine DC,5,mg/kg,heat-treated processed meat,
E 961,Neotame,2,mg/kg,decorations coatings and fillings,
E 104,Quinoline Yellow,10,mg/l,desserts excluding products covered in category 1 3 and 4,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,18,mg/kg,processed nuts,
E 160c,"Paprika extract, capsanthin, capsorubin",10,mg/kg,non-heat-treated processed meat,
E 124,"Ponceau 4R, Cochineal Red A",35,mg/kg,mustard,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 900,Dimethyl polysiloxane,10,mg/l,cider and perry,
E 124,"Ponceau 4R, Cochineal Red A",20,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,chewing gum,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 969,Advantame,4,mg/kg,sauces,
E 220 - 228,Sulphur dioxide - sulphites,20,mg/l,flavoured drinks,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 100,Curcumin,20,mg/kg,heat-treated processed meat,
E 104,Quinoline Yellow,25,mg/l,fruit wine and made wine,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 104,Quinoline Yellow,35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 955,Sucralose,45,mg/kg,soups and broths,
E 160b(ii),Annatto norbixin,10,mg/kg,processed nuts,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 160d,Lycopene,10,mg/l,fruit wine and made wine,
E 969,Advantame,20,mg/kg,decorations coatings and fillings,
E 969,Advantame,2,mg/kg,soups and broths,
E 160c,"Paprika extract, capsanthin, capsorubin",10,mg/kg,heat-treated processed meat,
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 955,Sucralose,10,mg/l,beer and malt beverages,
E 959,Neohesperidine DC,30,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 961,Neotame,2,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 160d,Lycopene,30,mg/l,flavoured fermented milk products including heat-treated products,
E 900,Dimethyl polysiloxane,10,mg/kg,fats and oils essentially free from water,
E 900,Dimethyl polysiloxane,10,mg/kg,canned or bottled fruit and vegetables,
E 124,"Ponceau 4R, Cochineal Red A",5,mg/l,flavoured fermented milk products including heat-treated products,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 392,Extracts of rosemary,30,mg/kg,dehydrated milk as defined by directive 2001/114/ec,As the sum of carnosol and carnosic acid
E 160d,Lycopene,10,mg/kg,jam jellies and marmalades and similar products,"Maximum individually or in combination with E 120, E 142, E 160d and E 161b"
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,decorations coatings and fillings,Maximum limit for aluminium coming from all aluminium lakes 300 mg/kg For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 246,Glycolipids,20,mg/kg,other,Maximum level applies to the ready-to-drink products (e.g. canned) and their mixes and concentrates after preparation and ready for consumption.
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 124,"Ponceau 4R, Cochineal Red A",20,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 959,Neohesperidine DC,10,mg/l,beer and malt beverages,
E 392,Extracts of rosemary,15,mg/kg,heat-treated processed meat,Expressed on fat basis
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 962,Salt of aspartame-acesulfame,25,mg/l,beer and malt beverages,"The maximum usable levels are derived from the maximum usable levels for its constituent parts, aspartame (E 951) and acesulfame-K (E 950)"
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,dietary foods for special medical purposes,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
